sortNumber;code;officialTitle;mediumTitle;shortTitle;note
1621;SK0326511927;Trebe¾ovce;Trebe¾ovce;Trebe¾ovce;511927
1622;SK0326511943;Tuhár;Tuhár;Tuhár;511943
1623;SK0326511994;Ve¾ká nad Ip¾om;Ve¾ká nad Ip¾om;Ve¾ká nad Ip¾om;511994
1624;SK0326512010;Ve¾ké Dravce;Ve¾ké Dravce;Ve¾ké Dravce;512010
1625;SK0326557307;Vidiná;Vidiná;Vidiná;557307
1626;SK0326557315;Biskupice;Biskupice;Biskupice;557315
1627;SK0326557331;Gregorova Vieska;Gregorova Vieska;Gregorova Vieska;557331
1628;SK0326557340;Trenè;Trenè;Trenè;557340
1629;SK0326558273;Bulhary;Bulhary;Bulhary;558273
1630;SK0326580309;Mikušovce;Mikušovce;Mikušovce;580309
1631;SK0327511269;Breznièka;Breznièka;Breznièka;511269
1632;SK0327511315;Cinobaòa;Cinobaòa;Cinobaòa;511315
1633;SK0327511340;Èeské Brezovo;Èeské Brezovo;Èeské Brezovo;511340
1634;SK0327511447;Hradište;Hradište;Hradište;511447
1635;SK0327511471;Kalinovo;Kalinovo;Kalinovo;511471
1636;SK0327511498;Kokava nad Rimavicou;Kokava nad Rimavicou;Kokava nad Rimavicou;511498
1637;SK0327511501;Krná;Krná;Krná;511501
1638;SK0327511595;Málinec;Málinec;Málinec;511595
1639;SK0327511617;Mládzovo;Mládzovo;Mládzovo;511617
1640;SK0327511684;Ozdín;Ozdín;Ozdín;511684
1641;SK0327511765;Poltár;Poltár;Poltár;511765
1642;SK0327511820;Rovòany;Rovòany;Rovòany;511820
1643;SK0327511889;Šoltıska;Šoltıska;Šoltıska;511889
1644;SK0327511978;Uhorské;Uhorské;Uhorské;511978
1645;SK0327512001;Ve¾ká Ves;Ve¾ká Ves;Ve¾ká Ves;512001
1646;SK0327514900;Hrnèiarska Ves;Hrnèiarska Ves;Hrnèiarska Ves;514900
1647;SK0327514918;Hrnèiarske Zaluany;Hrnèiarske Zaluany;Hrnèiarske Zaluany;514918
1648;SK0327515515;Selce;Selce;Selce;515515
1649;SK0327515591;Sušany;Sušany;Sušany;515591
1650;SK0327557323;Ïubákovo;Ïubákovo;Ïubákovo;557323
1651;SK0327580317;Utekáè;Utekáè;Utekáè;580317
1652;SK0327582051;Zlatno;Zlatno;Zlatno;582051
1653;SK0328514675;Drkovce;Drkovce;Drkovce;514675
1654;SK0328514721;Gemer;Gemer;Gemer;514721
1655;SK0328514756;Gemerská Ves;Gemerská Ves;Gemerská Ves;514756
1656;SK0328514896;Hrlica;Hrlica;Hrlica;514896
1657;SK0328514977;Chvalová;Chvalová;Chvalová;514977
1658;SK0328515159;Levkuška;Levkuška;Levkuška;515159
1659;SK0328515256;Otroèok;Otroèok;Otroèok;515256
1660;SK0328515302;Ploské;Ploské;Ploské;515302
1661;SK0328515311;Polina;Polina;Polina;515311
1662;SK0328515361;Rašice;Rašice;Rašice;515361
1663;SK0328515370;Ratková;Ratková;Ratková;515370
1664;SK0328515400;Ratkovské Bystré;Ratkovské Bystré;Ratkovské Bystré;515400
1665;SK0328515507;Rybník;Rybník;Rybník;515507
1666;SK0328515523;Skerešovo;Skerešovo;Skerešovo;515523
1667;SK0328515574;Leváre;Leváre;Leváre;515574
1668;SK0328515612;Torna¾a;Torna¾a;Torna¾a;515612
1669;SK0328515761;Višòové;Višòové;Višòové;515761
1670;SK0328515833;iar;iar;iar;515833
1671;SK0328525677;Gemerské Teplice;Gemerské Teplice;Gemerské Teplice;525677
1672;SK0328525685;Gemerskı Sad;Gemerskı Sad;Gemerskı Sad;525685
1673;SK0328525766;Hucín;Hucín;Hucín;525766
1674;SK0328525774;Chyné;Chyné;Chyné;525774
1675;SK0328525791;Jelšava;Jelšava;Jelšava;525791
1676;SK0328525812;Kameòany;Kameòany;Kameòany;525812
1677;SK0328525901;Licince;Licince;Licince;525901
1678;SK0328525928;Lubeník;Lubeník;Lubeník;525928
1679;SK0328525944;Magnezitovce;Magnezitovce;Magnezitovce;525944
1680;SK0328525987;Muráò;Muráò;Muráò;525987
1681;SK0328525995;Muránska Dlhá Lúka;Muránska Dlhá Lúka;Muránska Dlhá Lúka;525995
1682;SK0328526002;Muránska Huta;Muránska Huta;Muránska Huta;526002
1683;SK0328526011;Muránska Lehota;Muránska Lehota;Muránska Lehota;526011
1684;SK0328526029;Muránska Zdychava;Muránska Zdychava;Muránska Zdychava;526029
1685;SK0328526037;Nandra;Nandra;Nandra;526037
1686;SK0328526100;Prihradzany;Prihradzany;Prihradzany;526100
1687;SK0328526118;Rákoš;Rákoš;Rákoš;526118
1688;SK0328526142;Revúca;Revúca;Revúca;526142
1689;SK0328526151;Revúcka Lehota;Revúcka Lehota;Revúcka Lehota;526151
1690;SK0328526258;Sirk;Sirk;Sirk;526258
1691;SK0328526304;Šivetice;Šivetice;Šivetice;526304
1692;SK0328526321;Turèok;Turèok;Turèok;526321
1693;SK0328557820;Sása;Sása;Sása;557820
1694;SK0328580384;Mokrá Lúka;Mokrá Lúka;Mokrá Lúka;580384
1695;SK0329514462;Rimavská Sobota;Rimavská Sobota;Rimavská Sobota;514462
1696;SK0329514489;Babinec;Babinec;Babinec;514489
1697;SK0329514501;Barca;Barca;Barca;514501
1698;SK0329514519;Bátka;Bátka;Bátka;514519
1699;SK0329514535;Belín;Belín;Belín;514535
1700;SK0329514543;Blhovce;Blhovce;Blhovce;514543
1701;SK0329514551;Bottovo;Bottovo;Bottovo;514551
1702;SK0329514586;Budikovany;Budikovany;Budikovany;514586
1703;SK0329514594;Cakov;Cakov;Cakov;514594
1704;SK0329514608;Èerenèany;Èerenèany;Èerenèany;514608
1705;SK0329514616;Èierny Potok;Èierny Potok;Èierny Potok;514616
1706;SK0329514624;Èí;Èí;Èí;514624
1707;SK0329514632;Dolné Zahorany;Dolné Zahorany;Dolné Zahorany;514632
1708;SK0329514641;Draice;Draice;Draice;514641
1709;SK0329514659;Drienèany;Drienèany;Drienèany;514659
1710;SK0329514667;Dròa;Dròa;Dròa;514667
1711;SK0329514683;Dubno;Dubno;Dubno;514683
1712;SK0329514691;Dubovec;Dubovec;Dubovec;514691
1713;SK0329514713;Figa;Figa;Figa;514713
1714;SK0329514730;Gemerèek;Gemerèek;Gemerèek;514730
1715;SK0329514764;Gemerské Dechtáre;Gemerské Dechtáre;Gemerské Dechtáre;514764
1716;SK0329514781;Gemerskı Jablonec;Gemerskı Jablonec;Gemerskı Jablonec;514781
1717;SK0329514799;Gortva;Gortva;Gortva;514799
1718;SK0329514811;Hajnáèka;Hajnáèka;Hajnáèka;514811
1719;SK0329514829;Hnúša;Hnúša;Hnúša;514829
1720;SK0329514837;Hodejov;Hodejov;Hodejov;514837
1721;SK0329514845;Hodejovec;Hodejovec;Hodejovec;514845
1722;SK0329514853;Horné Zahorany;Horné Zahorany;Horné Zahorany;514853
1723;SK0329514861;Hostice;Hostice;Hostice;514861
1724;SK0329514870;Hostišovce;Hostišovce;Hostišovce;514870
1725;SK0329514888;Hrachovo;Hrachovo;Hrachovo;514888
1726;SK0329514926;Hrušovo;Hrušovo;Hrušovo;514926
1727;SK0329514934;Hubovo;Hubovo;Hubovo;514934
1728;SK0329514942;Husiná;Husiná;Husiná;514942
1729;SK0329514951;Chanava;Chanava;Chanava;514951
1730;SK0329514969;Chrámec;Chrámec;Chrámec;514969
1731;SK0329514985;Ivanice;Ivanice;Ivanice;514985
1732;SK0329514993;Janice;Janice;Janice;514993
1733;SK0329515001;Jesenské;Jesenské;Jesenské;515001
1734;SK0329515019;Jestice;Jestice;Jestice;515019
1735;SK0329515027;Kaloša;Kaloša;Kaloša;515027
1736;SK0329515035;Kesovce;Kesovce;Kesovce;515035
1737;SK0329515043;Klenovec;Klenovec;Klenovec;515043
1738;SK0329515051;Kociha;Kociha;Kociha;515051
1739;SK0329515060;Konrádovce;Konrádovce;Konrádovce;515060
1740;SK0329515078;Krá¾;Krá¾;Krá¾;515078
1741;SK0329515086;Kraskovo;Kraskovo;Kraskovo;515086
1742;SK0329515094;Krokava;Krokava;Krokava;515094
1743;SK0329515108;Kruno;Kruno;Kruno;515108
1744;SK0329515116;Kyjatice;Kyjatice;Kyjatice;515116
1745;SK0329515124;Lehota nad Rimavicou;Lehota nad Rimavicou;Lehota nad Rimavicou;515124
1746;SK0329515132;Lenartovce;Lenartovce;Lenartovce;515132
1747;SK0329515141;Lenka;Lenka;Lenka;515141
1748;SK0329515167;Lipovec;Lipovec;Lipovec;515167
1749;SK0329515175;Lukovištia;Lukovištia;Lukovištia;515175
1750;SK0329515183;Martinová;Martinová;Martinová;515183
1751;SK0329515205;Neporadza;Neporadza;Neporadza;515205
1752;SK0329515230;Nová Bašta;Nová Bašta;Nová Bašta;515230
1753;SK0329515248;Orávka;Orávka;Orávka;515248
1754;SK0329515264;Oïany;Oïany;Oïany;515264
1755;SK0329515272;Padarovce;Padarovce;Padarovce;515272
1756;SK0329515281;Pavlovce;Pavlovce;Pavlovce;515281
1757;SK0329515299;Petrovce;Petrovce;Petrovce;515299
1758;SK0329515337;Poproè;Poproè;Poproè;515337
1759;SK0329515345;Potok;Potok;Potok;515345
1760;SK0329515353;Radnovce;Radnovce;Radnovce;515353
1761;SK0329515388;Ratkovská Lehota;Ratkovská Lehota;Ratkovská Lehota;515388
1762;SK0329515396;Ratkovská Suchá;Ratkovská Suchá;Ratkovská Suchá;515396
1763;SK0329515426;Rimavská Baòa;Rimavská Baòa;Rimavská Baòa;515426
1764;SK0329515442;Rimavská Seè;Rimavská Seè;Rimavská Seè;515442
1765;SK0329515451;Rimavské Brezovo;Rimavské Brezovo;Rimavské Brezovo;515451
1766;SK0329515469;Rimavské Janovce;Rimavské Janovce;Rimavské Janovce;515469
1767;SK0329515485;Rovné;Rovné;Rovné;515485
1768;SK0329515493;Rumince;Rumince;Rumince;515493
1769;SK0329515531;Slizké;Slizké;Slizké;515531
1770;SK0329515540;Stará Bašta;Stará Bašta;Stará Bašta;515540
1771;SK0329515566;Stránska;Stránska;Stránska;515566
1772;SK0329515582;Studená;Studená;Studená;515582
1773;SK0329515604;Sútor;Sútor;Sútor;515604
1774;SK0329515621;Šimonovce;Šimonovce;Šimonovce;515621
1775;SK0329515639;Širkovce;Širkovce;Širkovce;515639
1776;SK0329515647;Španie Pole;Španie Pole;Španie Pole;515647
1777;SK0329515655;Štrkovec;Štrkovec;Štrkovec;515655
1778;SK0329515663;Tachty;Tachty;Tachty;515663
1779;SK0329515671;Teplı Vrch;Teplı Vrch;Teplı Vrch;515671
1780;SK0329515680;Tisovec;Tisovec;Tisovec;515680
1781;SK0329515698;Tomášovce;Tomášovce;Tomášovce;515698
1782;SK0329515701;Uzovská Panica;Uzovská Panica;Uzovská Panica;515701
1783;SK0329515710;Vèelince;Vèelince;Vèelince;515710
1784;SK0329515728;Veèelkov;Veèelkov;Veèelkov;515728
1785;SK0329515736;Ve¾ké Teriakovce;Ve¾ké Teriakovce;Ve¾ké Teriakovce;515736
1786;SK0329515744;Ve¾kı Blh;Ve¾kı Blh;Ve¾kı Blh;515744
1787;SK0329515752;Vieska nad Blhom;Vieska nad Blhom;Vieska nad Blhom;515752
1788;SK0329515779;Vlkyòa;Vlkyòa;Vlkyòa;515779
1789;SK0329515795;Valice;Valice;Valice;515795
1790;SK0329515809;Vyšnı Skálnik;Vyšnı Skálnik;Vyšnı Skálnik;515809
1791;SK0329515817;Zádor;Zádor;Zádor;515817
1792;SK0329515841;íp;íp;íp;515841
1793;SK0329557757;Abovce;Abovce;Abovce;557757
1794;SK0329557765;Rieèka;Rieèka;Rieèka;557765
1795;SK0329557790;Ninı Skálnik;Ninı Skálnik;Ninı Skálnik;557790
1796;SK0329557811;Rimavské Zaluany;Rimavské Zaluany;Rimavské Zaluany;557811
1797;SK0329557854;Rakytník;Rakytník;Rakytník;557854
1798;SK0329557889;Gemerské Michalovce;Gemerské Michalovce;Gemerské Michalovce;557889
1799;SK0329557901;Vyšné Valice;Vyšné Valice;Vyšné Valice;557901
1800;SK0329557919;Dulovo;Dulovo;Dulovo;557919
1801;SK0329557927;Zacharovce;Zacharovce;Zacharovce;557927
1802;SK041A526665;Stará ¼ubovòa;Stará ¼ubovòa;Stará ¼ubovòa;526665
1803;SK041A526673;Èirè;Èirè;Èirè;526673
1804;SK041A526681;Ïurková;Ïurková;Ïurková;526681
1805;SK041A526690;Forbasy;Forbasy;Forbasy;526690
1806;SK041A526703;Hajtovka;Hajtovka;Hajtovka;526703
1807;SK041A526711;Haligovce;Haligovce;Haligovce;526711
1808;SK041A526720;Hniezdne;Hniezdne;Hniezdne;526720
1809;SK041A526738;Hranièné;Hranièné;Hranièné;526738
1810;SK041A526746;Hromoš;Hromoš;Hromoš;526746
1811;SK041A526754;Chme¾nica;Chme¾nica;Chme¾nica;526754
1812;SK041A526762;Jakubany;Jakubany;Jakubany;526762
1813;SK041A526771;Jarabina;Jarabina;Jarabina;526771
1814;SK041A526789;Kamienka;Kamienka;Kamienka;526789
1815;SK041A526797;Kolaèkov;Kolaèkov;Kolaèkov;526797
1816;SK041A526801;Kremná;Kremná;Kremná;526801
1817;SK041A526819;Kyjov;Kyjov;Kyjov;526819
1818;SK041A526827;Lacková;Lacková;Lacková;526827
1819;SK041A526835;Legnava;Legnava;Legnava;526835
1820;SK041A526843;Lesnica;Lesnica;Lesnica;526843
1821;SK041A526851;Litmanová;Litmanová;Litmanová;526851
1822;SK041A526860;Lomnièka;Lomnièka;Lomnièka;526860
1823;SK041A526878;¼ubotín;¼ubotín;¼ubotín;526878
1824;SK041A526886;Malı Lipník;Malı Lipník;Malı Lipník;526886
1825;SK041A526894;Matysová;Matysová;Matysová;526894
1826;SK041A526908;Mníšek nad Popradom;Mníšek nad Popradom;Mníšek nad Popradom;526908
1827;SK041A526916;Niné Rubachy;Niné Rubachy;Niné Rubachy;526916
1828;SK041A526924;Nová ¼ubovòa;Nová ¼ubovòa;Nová ¼ubovòa;526924
1829;SK041A526932;Obruèné;Obruèné;Obruèné;526932
1830;SK041A526941;Orlov;Orlov;Orlov;526941
1831;SK041A526959;Plaveè;Plaveè;Plaveè;526959
1832;SK041A526967;Plavnica;Plavnica;Plavnica;526967
1833;SK041A526975;Podolínec;Podolínec;Podolínec;526975
1834;SK041A526983;Pusté Pole;Pusté Pole;Pusté Pole;526983
1835;SK041A526991;Ruská Vo¾a nad Popradom;Ruská Vo¾a nad Popradom;Ruská Vo¾a nad Popradom;526991
1836;SK041A527009;Starina;Starina;Starina;527009
1837;SK041A527017;Stráòany;Stráòany;Stráòany;527017
1838;SK041A527025;Sulín;Sulín;Sulín;527025
1839;SK041A527033;Šambron;Šambron;Šambron;527033
1840;SK041A527041;Šarišské Jastrabie;Šarišské Jastrabie;Šarišské Jastrabie;527041
1841;SK041A527050;Údol;Údol;Údol;527050
1842;SK041A527068;Ve¾ká Lesná;Ve¾ká Lesná;Ve¾ká Lesná;527068
1843;SK041A527076;Ve¾kı Lipník;Ve¾kı Lipník;Ve¾kı Lipník;527076
1844;SK041A527084;Vislanka;Vislanka;Vislanka;527084
1845;SK041A527092;Vyšné Rubachy;Vyšné Rubachy;Vyšné Rubachy;527092
1846;SK041B527114;Baòa;Baòa;Baòa;527114
1847;SK041B527157;Breznica;Breznica;Breznica;527157
1848;SK041B527165;Breznièka;Breznièka;Breznièka;527165
1849;SK041B527173;Brusnica;Brusnica;Brusnica;527173
1850;SK041B527181;Bukovce;Bukovce;Bukovce;527181
1851;SK041B527190;Bystrá;Bystrá;Bystrá;527190
1852;SK041B527203;Bany;Bany;Bany;527203
1853;SK041B527262;Duplín;Duplín;Duplín;527262
1854;SK041B527289;Gribov;Gribov;Gribov;527289
1855;SK041B527297;Havaj;Havaj;Havaj;527297
1856;SK041B527335;Chotèa;Chotèa;Chotèa;527335
1857;SK041B527343;Jakušovce;Jakušovce;Jakušovce;527343
1858;SK041B527386;Kolbovce;Kolbovce;Kolbovce;527386
1859;SK041B527408;Korunková;Korunková;Korunková;527408
1860;SK041B527416;Kouchovce;Kouchovce;Kouchovce;527416
1861;SK041B527467;Kriš¾ovce;Kriš¾ovce;Kriš¾ovce;527467
1862;SK041B527475;Krušinec;Krušinec;Krušinec;527475
1863;SK041B527513;Lomné;Lomné;Lomné;527513
1864;SK041B527521;Makovce;Makovce;Makovce;527521
1865;SK041B527530;Malá Po¾ana;Malá Po¾ana;Malá Po¾ana;527530
1866;SK041B527572;Miková;Miková;Miková;527572
1867;SK041B527581;Miòovce;Miòovce;Miòovce;527581
1868;SK041B527611;Mrázovce;Mrázovce;Mrázovce;527611
1869;SK041B527637;Niná Olšava;Niná Olšava;Niná Olšava;527637
1870;SK041B527700;O¾šavka;O¾šavka;O¾šavka;527700
1871;SK041B527718;Potôèky;Potôèky;Potôèky;527718
1872;SK041B527726;Potoky;Potoky;Potoky;527726
1873;SK041B527793;Kruèov;Kruèov;Kruèov;527793
1874;SK041B527815;So¾ník;So¾ník;So¾ník;527815
1875;SK041B527823;Staškovce;Staškovce;Staškovce;527823
1876;SK041B527840;Stropkov;Stropkov;Stropkov;527840
1877;SK041B527866;Šandal;Šandal;Šandal;527866
1878;SK041B527912;Tisinec;Tisinec;Tisinec;527912
1879;SK041B527921;Tokajík;Tokajík;Tokajík;527921
1880;SK041B527939;Turany nad Ondavou;Turany nad Ondavou;Turany nad Ondavou;527939
1881;SK041B527971;Varechovce;Varechovce;Varechovce;527971
1882;SK041B527980;Ve¾krop;Ve¾krop;Ve¾krop;527980
1883;SK041B527998;Vislava;Vislava;Vislava;527998
1884;SK041B528005;Vladièa;Vladièa;Vladièa;528005
1885;SK041B528013;Vojtovce;Vojtovce;Vojtovce;528013
1886;SK041B528021;Vyškovce;Vyškovce;Vyškovce;528021
1887;SK041B528048;Vyšná Olšava;Vyšná Olšava;Vyšná Olšava;528048
1888;SK041B560073;Vyšnı Hrabovec;Vyšnı Hrabovec;Vyšnı Hrabovec;560073
1889;SK041C519197;Giraltovce;Giraltovce;Giraltovce;519197
1890;SK041C519316;Kalnište;Kalnište;Kalnište;519316
1891;SK041C519332;Kobylnice;Kobylnice;Kobylnice;519332
1892;SK041C519391;Kraèúnovce;Kraèúnovce;Kraèúnovce;519391
1893;SK041C519448;Kuková;Kuková;Kuková;519448
1894;SK041C519537;Lúèka;Lúèka;Lúèka;519537
1895;SK041C519561;Luany pri Topli;Luany pri Topli;Luany pri Topli;519561
1896;SK041C519596;Mièakovce;Mièakovce;Mièakovce;519596
1897;SK041C519987;elezník;elezník;elezník;519987
1898;SK041C519995;elmanovce;elmanovce;elmanovce;519995
1899;SK041C527106;Svidník;Svidník;Svidník;527106
1900;SK041C527122;Belejovce;Belejovce;Belejovce;527122
1901;SK041C527131;Beòadikovce;Beòadikovce;Beòadikovce;527131
1902;SK041C527149;Bodrual;Bodrual;Bodrual;527149
1903;SK041C527211;Cernina;Cernina;Cernina;527211
1904;SK041C527220;Cigla;Cigla;Cigla;527220
1905;SK041C527238;Dlhoòa;Dlhoòa;Dlhoòa;527238
1906;SK041C527246;Dobroslava;Dobroslava;Dobroslava;527246
1907;SK041C527254;Dubová;Dubová;Dubová;527254
1908;SK041C527271;Fijaš;Fijaš;Fijaš;527271
1909;SK041C527301;Havranec;Havranec;Havranec;527301
1910;SK041C527319;Hrabovèík;Hrabovèík;Hrabovèík;527319
1911;SK041C527327;Hunkovce;Hunkovce;Hunkovce;527327
1912;SK041C527351;Jurkova Vo¾a;Jurkova Vo¾a;Jurkova Vo¾a;527351
1913;SK041C527360;Kapišová;Kapišová;Kapišová;527360
1914;SK041C527378;Keèkovce;Keèkovce;Keèkovce;527378
1915;SK041C527394;Korejovce;Korejovce;Korejovce;527394
1916;SK041C527424;Krajná Bystrá;Krajná Bystrá;Krajná Bystrá;527424
1917;SK041C527432;Krajná Po¾ana;Krajná Po¾ana;Krajná Po¾ana;527432
1918;SK041C527441;Krajná Porúbka;Krajná Porúbka;Krajná Porúbka;527441
1919;SK041C527459;Krajné Èierno;Krajné Èierno;Krajné Èierno;527459
1920;SK041C527483;Krulová;Krulová;Krulová;527483
1921;SK041C527491;Kurimka;Kurimka;Kurimka;527491
1922;SK041C527505;Ladomirová;Ladomirová;Ladomirová;527505
1923;SK041C527548;Matovce;Matovce;Matovce;527548
1924;SK041C527556;Medvedie;Medvedie;Medvedie;527556
1925;SK041C527564;Mestisko;Mestisko;Mestisko;527564
1926;SK041C527599;Miro¾a;Miro¾a;Miro¾a;527599
1927;SK041C527602;Mlynárovce;Mlynárovce;Mlynárovce;527602
1928;SK041C527629;Niná Jed¾ová;Niná Jed¾ová;Niná Jed¾ová;527629
1929;SK041C527645;Niná Pisaná;Niná Pisaná;Niná Pisaná;527645
1930;SK041C527653;Ninı Komárnik;Ninı Komárnik;Ninı Komárnik;527653
1931;SK041C527661;Ninı Mirošov;Ninı Mirošov;Ninı Mirošov;527661
1932;SK041C527670;Ninı Orlík;Ninı Orlík;Ninı Orlík;527670
1933;SK041C527688;Nová Polianka;Nová Polianka;Nová Polianka;527688
1934;SK041C527696;Okrúhle;Okrúhle;Okrúhle;527696
1935;SK041C527734;Príkra;Príkra;Príkra;527734
1936;SK041C527742;Pstriná;Pstriná;Pstriná;527742
1937;SK041C527751;Radoma;Radoma;Radoma;527751
1938;SK041C527769;Rakovèík;Rakovèík;Rakovèík;527769
1939;SK041C527777;Rovné;Rovné;Rovné;527777
1940;SK041C527785;Roztoky;Roztoky;Roztoky;527785
1941;SK041C527807;Soboš;Soboš;Soboš;527807
1942;SK041C527831;Stroèín;Stroèín;Stroèín;527831
1943;SK041C527858;Svidnièka;Svidnièka;Svidnièka;527858
1944;SK041C527874;Šarbov;Šarbov;Šarbov;527874
1945;SK041C527882;Šarišskı Štiavnik;Šarišskı Štiavnik;Šarišskı Štiavnik;527882
1946;SK041C527891;Šemetkovce;Šemetkovce;Šemetkovce;527891
1947;SK041C527904;Štefurov;Štefurov;Štefurov;527904
1948;SK041C527947;Vagrinec;Vagrinec;Vagrinec;527947
1949;SK041C527955;Valkovce;Valkovce;Valkovce;527955
1950;SK041C527963;Vápeník;Vápeník;Vápeník;527963
1951;SK041C528030;Vyšná Jed¾ová;Vyšná Jed¾ová;Vyšná Jed¾ová;528030
1952;SK041C528056;Vyšná Pisaná;Vyšná Pisaná;Vyšná Pisaná;528056
1953;SK041C528064;Vyšnı Komárnik;Vyšnı Komárnik;Vyšnı Komárnik;528064
1954;SK041C528072;Vyšnı Mirošov;Vyšnı Mirošov;Vyšnı Mirošov;528072
1955;SK041C528081;Vyšnı Orlík;Vyšnı Orlík;Vyšnı Orlík;528081
1956;SK041C580601;Dukovce;Dukovce;Dukovce;580601
1957;SK041D528731;Holèíkovce;Holèíkovce;Holèíkovce;528731
1958;SK041D528749;Jasenovce;Jasenovce;Jasenovce;528749
1959;SK041D528757;Jastrabie nad Top¾ou;Jastrabie nad Top¾ou;Jastrabie nad Top¾ou;528757
1960;SK041D528765;Juskova Vo¾a;Juskova Vo¾a;Juskova Vo¾a;528765
1961;SK041D528773;Kamenná Poruba;Kamenná Poruba;Kamenná Poruba;528773
1962;SK041D528781;Kladzany;Kladzany;Kladzany;528781
1963;SK041D528790;Komárany;Komárany;Komárany;528790
1964;SK041D528811;Kuèín;Kuèín;Kuèín;528811
1965;SK041D528820;Kvakovce;Kvakovce;Kvakovce;528820
1966;SK041D528838;Majerovce;Majerovce;Majerovce;528838
1967;SK041D528846;Malá Domaša;Malá Domaša;Malá Domaša;528846
1968;SK041D528854;Matiaška;Matiaška;Matiaška;528854
1969;SK041D528862;Medzianky;Medzianky;Medzianky;528862
1970;SK041D528871;Merník;Merník;Merník;528871
1971;SK041D528889;Michalok;Michalok;Michalok;528889
1972;SK041D528901;Ninı Hrabovec;Ninı Hrabovec;Ninı Hrabovec;528901
1973;SK041D528919;Ninı Hrušov;Ninı Hrušov;Ninı Hrušov;528919
1974;SK041D528927;Ninı Kruèov;Ninı Kruèov;Ninı Kruèov;528927
1975;SK041D528935;Nová Kelèa;Nová Kelèa;Nová Kelèa;528935
1976;SK041D528943;Ondavské Matiašovce;Ondavské Matiašovce;Ondavské Matiašovce;528943
1977;SK041D528960;Pavlovce;Pavlovce;Pavlovce;528960
1978;SK041D528978;Petkovce;Petkovce;Petkovce;528978
1979;SK041D528986;Petrovce;Petrovce;Petrovce;528986
1980;SK041D528994;Piskorovce;Piskorovce;Piskorovce;528994
1981;SK041D529001;Poša;Poša;Poša;529001
1982;SK041D529028;Prosaèov;Prosaèov;Prosaèov;529028
1983;SK041D529036;Radvanovce;Radvanovce;Radvanovce;529036
1984;SK041D529044;Rafajovce;Rafajovce;Rafajovce;529044
1985;SK041D529052;Remeniny;Remeniny;Remeniny;529052
1986;SK041D529079;Rudlov;Rudlov;Rudlov;529079
1987;SK041D529109;Ruská Vo¾a;Ruská Vo¾a;Ruská Vo¾a;529109
1988;SK041D529117;Vyšnı Kazimír;Vyšnı Kazimír;Vyšnı Kazimír;529117
1989;SK041D529125;Saèurov;Saèurov;Saèurov;529125
1990;SK041D529133;Seèovská Polianka;Seèovská Polianka;Seèovská Polianka;529133
1991;SK041D529141;Sedliská;Sedliská;Sedliská;529141
1992;SK041D529150;Skrabské;Skrabské;Skrabské;529150
1993;SK041D529168;Slovenská Kajòa;Slovenská Kajòa;Slovenská Kajòa;529168
1994;SK041D529176;So¾;So¾;So¾;529176
1995;SK041D529184;Štefanovce;Štefanovce;Štefanovce;529184
1996;SK041D529192;Tovarné;Tovarné;Tovarné;529192
1997;SK041D529206;Tovarnianska Polianka;Tovarnianska Polianka;Tovarnianska Polianka;529206
1998;SK041D529214;Vavrinec;Vavrinec;Vavrinec;529214
1999;SK041D529222;Vechec;Vechec;Vechec;529222
2000;SK041D529231;Vlaèa;Vlaèa;Vlaèa;529231
2001;SK041D529257;Vyšnı ipov;Vyšnı ipov;Vyšnı ipov;529257
2002;SK041D529265;Zámutov;Zámutov;Zámutov;529265
2003;SK041D529281;Zlatník;Zlatník;Zlatník;529281
2004;SK041D529290;alobín;alobín;alobín;529290
2005;SK041D544051;Vranov nad Top¾ou;Vranov nad Top¾ou;Vranov nad Top¾ou;544051
2006;SK041D544060;Babie;Babie;Babie;544060
2007;SK041D544078;Banské;Banské;Banské;544078
2008;SK041D544086;Benkovce;Benkovce;Benkovce;544086
2009;SK041D544094;Bystré;Bystré;Bystré;544094
2010;SK041D544108;Cabov;Cabov;Cabov;544108
2011;SK041D544116;Èaklov;Èaklov;Èaklov;544116
2012;SK041D544124;Èièava;Èièava;Èièava;544124
2013;SK041D544132;Èierne nad Top¾ou;Èierne nad Top¾ou;Èierne nad Top¾ou;544132
2014;SK041D544141;Ïapalovce;Ïapalovce;Ïapalovce;544141
2015;SK041D544159;Davidov;Davidov;Davidov;544159
2016;SK041D544167;Detrík;Detrík;Detrík;544167
2017;SK041D544175;Dlhé Klèovo;Dlhé Klèovo;Dlhé Klèovo;544175
2018;SK041D544183;Ïurïoš;Ïurïoš;Ïurïoš;544183
2019;SK041D544191;Giglovce;Giglovce;Giglovce;544191
2020;SK041D544205;Girovce;Girovce;Girovce;544205
2021;SK041D544213;Hanušovce nad Top¾ou;Hanušovce nad Top¾ou;Hanušovce nad Top¾ou;544213
2022;SK041D544221;Hermanovce nad Top¾ou;Hermanovce nad Top¾ou;Hermanovce nad Top¾ou;544221
2023;SK041D544230;Hlinné;Hlinné;Hlinné;544230
2024;SK041D581674;Hencovce;Hencovce;Hencovce;581674
2025;SK0411518964;Vaniškovce;Vaniškovce;Vaniškovce;518964
2026;SK0411519006;Bardejov;Bardejov;Bardejov;519006
2027;SK0411519014;Abrahámovce;Abrahámovce;Abrahámovce;519014
2028;SK0411519022;Andrejová;Andrejová;Andrejová;519022
